epoch,accuracy,learning_rate,loss,top3_acc,top5_acc,val_accuracy,val_loss,val_top3_acc,val_top5_acc
22,0.32049882411956787,5.999999848427251e-05,2.5278055667877197,0.5606479644775391,0.6865719556808472,0.33233383297920227,2.508737087249756,0.5714642405509949,0.6984007954597473
23,0.3235842287540436,5.999999848427251e-05,2.507267475128174,0.5676544308662415,0.694542646408081,0.35982009768486023,2.409153938293457,0.5917041301727295,0.714892566204071
24,0.3332904875278473,5.999999848427251e-05,2.486945629119873,0.5774892568588257,0.6984637379646301,0.36831584572792053,2.3780839443206787,0.6084457635879517,0.7278860807418823
25,0.33901137113571167,5.999999848427251e-05,2.471946954727173,0.5799318552017212,0.7033489942550659,0.3650674521923065,2.3893959522247314,0.6006996631622314,0.7248875498771667
26,0.34813910722732544,5.999999848427251e-05,2.445359945297241,0.5923378467559814,0.7151121497154236,0.3843078315258026,2.3610763549804688,0.6119440197944641,0.7273862957954407
27,0.3603522479534149,5.999999848427251e-05,2.424222469329834,0.599794328212738,0.7203831076622009,0.36981508135795593,2.40643048286438,0.60169917345047,0.7221389412879944
28,0.3589380979537964,5.999999848427251e-05,2.4183406829833984,0.6044224500656128,0.7223114967346191,0.37931033968925476,2.371452569961548,0.6179410219192505,0.7306346893310547
29,0.36465898156166077,5.999999848427251e-05,2.4033138751983643,0.6073793172836304,0.7284823656082153,0.3735632300376892,2.370784282684326,0.6146926283836365,0.7316341996192932
30,0.37198689579963684,1.799999881768599e-05,2.366368293762207,0.6123931407928467,0.7363887429237366,0.3875562250614166,2.3255608081817627,0.6311843991279602,0.7363818287849426
31,0.3819502592086792,1.799999881768599e-05,2.3430488109588623,0.6262775659561157,0.7461592555046082,0.3850574791431427,2.3609814643859863,0.6224387884140015,0.7348825335502625
32,0.3804718255996704,1.799999881768599e-05,2.3406288623809814,0.6325770020484924,0.7502089142799377,0.39380308985710144,2.3247315883636475,0.6286856532096863,0.7421289086341858
33,0.3855499029159546,1.799999881768599e-05,2.33426833152771,0.6318055987358093,0.7501446008682251,0.39605197310447693,2.320401191711426,0.6336831450462341,0.7458770871162415
34,0.38477855920791626,1.799999881768599e-05,2.3294339179992676,0.6294915676116943,0.751301646232605,0.3943028450012207,2.332871913909912,0.6314342617988586,0.739130437374115
35,0.3866426646709442,1.799999881768599e-05,2.3308920860290527,0.6303914785385132,0.7486019134521484,0.40004998445510864,2.315032720565796,0.6404297947883606,0.7498750686645508
36,0.39795589447021484,1.799999881768599e-05,2.309196949005127,0.6382978558540344,0.7569583058357239,0.3910544812679291,2.3645994663238525,0.6179410219192505,0.7343828082084656
37,0.3939705491065979,1.799999881768599e-05,2.3040006160736084,0.6413832902908325,0.7564440369606018,0.3983008563518524,2.3294262886047363,0.6351823806762695,0.741129457950592
38,0.40181270241737366,1.799999881768599e-05,2.297628164291382,0.6459471583366394,0.7606222033500671,0.39230385422706604,2.3508236408233643,0.6236881613731384,0.7343828082084656
39,0.4012341797351837,5.399999736255268e-06,2.293269634246826,0.6421546339988708,0.7587581276893616,0.4035482406616211,2.30478835105896,0.6441779136657715,0.7468765377998352
40,0.4000128507614136,5.399999736255268e-06,2.282021999359131,0.6421546339988708,0.7601722478866577,0.4067966043949127,2.3027868270874023,0.6426786780357361,0.7476261854171753
41,0.3981487452983856,5.399999736255268e-06,2.2888917922973633,0.649418294429779,0.7621006369590759,0.4067966043949127,2.3025403022766113,0.6421788930892944,0.7481259107589722
42,0.39763450622558594,5.399999736255268e-06,2.2887890338897705,0.6468470692634583,0.7630006074905396,0.4002998471260071,2.3104732036590576,0.638680636882782,0.7463768124580383
43,0.40586230158805847,5.399999736255268e-06,2.275203227996826,0.6501253247261047,0.7648646831512451,0.40479761362075806,2.299375295639038,0.6449275612831116,0.7503747940063477
44,0.40489810705184937,5.399999736255268e-06,2.2749063968658447,0.648068368434906,0.7620363831520081,0.4080459773540497,2.3043642044067383,0.6441779136657715,0.7478760480880737
45,0.40701934695243835,5.399999736255268e-06,2.276059627532959,0.6498682498931885,0.7654432058334351,0.406046986579895,2.311641216278076,0.643178403377533,0.7458770871162415
46,0.41042616963386536,5.399999736255268e-06,2.2733469009399414,0.6498039364814758,0.7667930722236633,0.4095452129840851,2.301832437515259,0.6469265222549438,0.7458770871162415
47,0.4074693024158478,1.6199999208765803e-06,2.274308443069458,0.651475191116333,0.7675001621246338,0.41004496812820435,2.2963297367095947,0.6481758952140808,0.7511244416236877
48,0.4105547368526459,1.6199999208765803e-06,2.270735740661621,0.6522465944290161,0.7642219066619873,0.40929535031318665,2.29878306388855,0.64517742395401,0.7491254210472107
49,0.40959054231643677,1.6199999208765803e-06,2.265511989593506,0.651732325553894,0.7690428495407104,0.4127936065196991,2.302279233932495,0.6459270119667053,0.7508745789527893
50,0.40959054231643677,1.6199999208765803e-06,2.264331817626953,0.653403639793396,0.7685286402702332,0.41029486060142517,2.2973599433898926,0.6474263072013855,0.7516241669654846
51,0.4074693024158478,4.859999762629741e-07,2.264275312423706,0.655139148235321,0.7644147276878357,0.41004496812820435,2.297733783721924,0.646426796913147,0.7498750686645508
52,0.40348395705223083,4.859999762629741e-07,2.2713980674743652,0.6507038474082947,0.7665359377861023,0.41229385137557983,2.3002049922943115,0.6466766595840454,0.7486256957054138
53,0.4110046923160553,4.859999762629741e-07,2.2596447467803955,0.6550105810165405,0.7681429386138916,0.40854573249816895,2.29888653755188,0.6444277763366699,0.7488755583763123
54,0.4035482406616211,1.4579998719455034e-07,2.2721731662750244,0.6501253247261047,0.7678858637809753,0.40929535031318665,2.2980458736419678,0.6494252681732178,0.7471264600753784
55,0.40637654066085815,1.4579998719455034e-07,2.262953042984009,0.6537250280380249,0.7698785066604614,0.4082958400249481,2.3032288551330566,0.64517742395401,0.7491254210472107
56,0.40946197509765625,1.4579998719455034e-07,2.2665319442749023,0.6564890146255493,0.7689785957336426,0.41029486060142517,2.297581434249878,0.6479260325431824,0.7483758330345154
57,0.4074050188064575,1.0000000116860974e-07,2.2588696479797363,0.6573889851570129,0.7717426419258118,0.4120439887046814,2.3004934787750244,0.6466766595840454,0.7493752837181091
58,0.40412676334381104,1.0000000116860974e-07,2.2683539390563965,0.6532107591629028,0.7701998949050903,0.4095452129840851,2.295302152633667,0.6484257578849792,0.7498750686645508
59,0.4046410024166107,1.0000000116860974e-07,2.2699661254882812,0.6501253247261047,0.7701356410980225,0.4120439887046814,2.296936273574829,0.6456771492958069,0.7511244416236877
60,0.40933340787887573,1.0000000116860974e-07,2.2624781131744385,0.6544963717460632,0.7666645050048828,0.4087955951690674,2.2983131408691406,0.6449275612831116,0.7498750686645508
61,0.409654825925827,1.0000000116860974e-07,2.2649857997894287,0.655717670917511,0.7680786848068237,0.41104447841644287,2.296935558319092,0.6474263072013855,0.7503747940063477
62,0.40007713437080383,1.0000000116860974e-07,2.2688848972320557,0.6566818952560425,0.766857385635376,0.4112943410873413,2.298158645629883,0.6466766595840454,0.7496252059936523
63,0.4131259322166443,1.0000000116860974e-07,2.258415937423706,0.6544963717460632,0.7677572965621948,0.41079461574554443,2.297961473464966,0.6471763849258423,0.7483758330345154
64,0.41383299231529236,1.0000000116860974e-07,2.2532291412353516,0.6581603288650513,0.7733496427536011,0.4082958400249481,2.297846794128418,0.64517742395401,0.7491254210472107
65,0.4072764813899994,1.0000000116860974e-07,2.2672653198242188,0.6510895490646362,0.7678858637809753,0.4112943410873413,2.2981581687927246,0.6479260325431824,0.7498750686645508
66,0.4066336750984192,1.0000000116860974e-07,2.263420820236206,0.6519252061843872,0.7682715058326721,0.4112943410873413,2.2994298934936523,0.6499250531196594,0.7493752837181091
67,0.4070836305618286,1.0000000116860974e-07,2.271824598312378,0.6538535952568054,0.7664716839790344,0.4105447232723236,2.2977302074432373,0.6469265222549438,0.7501249313354492
68,0.4099119305610657,1.0000000116860974e-07,2.2568306922912598,0.6524394154548645,0.769171416759491,0.41029486060142517,2.2994260787963867,0.6471763849258423,0.7508745789527893
69,0.4075978696346283,1.0000000116860974e-07,2.263962745666504,0.6571318507194519,0.7704570293426514,0.4095452129840851,2.2965123653411865,0.6446776390075684,0.7508745789527893
